1,Buena Vista,21.8%,"$2,410.4",12,8,
50,Liberty Studios,0.0%,$935k,1,1,
51,Atlas Distribution,0.0%,$847k,1,1,
52,Yash Raj,0.0%,$837k,1,0,
53,Seatzy/IMA,0.0%,$754k,1,0,
54,Zeitgeist,0.0%,$740k,8,6,
55,Strand,0.0%,$733k,14,13,
56,Future Educational Films,0.0%,$602k,1,0,
57,Oscilloscope Pictures,0.0%,$562k,8,8,
58,Adopt Films,0.0%,$559k,3,2,
59,Ocean Avenue Entertainment,0.0%,$549k,1,1,
60,Hannover House,0.0%,$543k,1,1,
61,Eleven Arts,0.0%,$474k,9,8,
62,American Experience Films,0.0%,$440k,1,1,
63,Amplify,0.0%,$431k,3,3,
64,Cinedigm Entertainment,0.0%,$417k,4,4,
65,Rialto,0.0%,$393k,12,10,
66,"Monterey Media, Inc.",0.0%,$392k,11,12,
67,Area23a,0.0%,$365k,1,1,
68,eOne Entertainment,0.0%,$355k,5,5,
69,Variance Films,0.0%,$343k,11,7,
70,Xlrator Media,0.0%,$341k,1,1,
71,Bond/360,0.0%,$337k,2,2,
72,Picturehouse (II),0.0%,$333k,1,1,
73,Ketchup Entertainment,0.0%,$325k,5,3,
74,Film Movement,0.0%,$299k,9,9,
75,JSC Entertainment,0.0%,$294k,1,1,
76,Abkco Films,0.0%,$294k,1,1,
77,International Film Circuit,0.0%,$276k,6,2,
78,Big World Pictures,0.0%,$270k,4,4,
79,First Run,0.0%,$262k,19,15,
80,Five & Two Pictures,0.0%,$248k,1,1,
81,DisruptiveLA,0.0%,$236k,1,1,
82,Long Shot Factory,0.0%,$234k,2,2,
83,Gathr Films,0.0%,$223k,3,2,
84,Proud Mother Pictures,0.0%,$203k,1,1,
85,Rocky Mountain Pictures,0.0%,$201k,4,4,
86,Zipporah Films,0.0%,$193k,2,1,
87,Distrib Films,0.0%,$172k,3,3,
88,Giant Flick,0.0%,$160k,1,1,
89,Paladin,0.0%,$143k,1,1,
90,Cinema Purgatorio,0.0%,$128k,1,1,
91,High Top Releasing,0.0%,$125k,1,1,
92,Dada Films,0.0%,$116k,3,3,
93,The Orchard,0.0%,$111k,1,1,
94,Phase 4,0.0%,$111k,2,2,
95,Saboteur Media,0.0%,$101k,1,1,
96,Walking on Water Films,0.0%,$101k,1,1,
97,Icarus Films,0.0%,$100k,8,6,
98,Submarine Deluxe,0.0%,$98.1k,4,3,
99,Alive Mind Cinema,0.0%,$96.7k,1,0,
100,Cinema Guild,0.0%,$96.7k,11,7,
101,Starz Media,0.0%,$92.7k,3,3,
102,The Film Desk,0.0%,$87.0k,8,1,
103,The Film Collaborative,0.0%,$85.8k,5,4,
104,North/South Pictures,0.0%,$82.3k,1,1,
105,Argot Pictures,0.0%,$80.5k,3,3,
106,Word Films,0.0%,$72.1k,1,1,
107,Noujaim Films,0.0%,$71.3k,1,0,
108,River Rain,0.0%,$70.1k,1,0,
109,Anchor Bay Films,0.0%,$59.0k,2,2,
110,Gravitas Ventures,0.0%,$52.9k,1,1,
111,Indican,0.0%,$52.2k,5,5,
112,Vitagraph,0.0%,$52.2k,2,2,
113,Quadratic Media,0.0%,$50.0k,1,1,
114,Spacey LTD,0.0%,$49.6k,1,1,
115,Carlotta Films,0.0%,$49.0k,3,2,
116,FilmBuff/Participant Media,0.0%,$48.9k,1,1,
117,Screen Media,0.0%,$48.7k,1,1,
118,Seatzy,0.0%,$45.4k,1,1,
119,Breaking Glass Pictures,0.0%,$38.1k,1,1,
120,APD/Cinema Conservancy,0.0%,$36.5k,5,1,
121,Define American,0.0%,$30.7k,1,1,
122,Moving Visions Entertainment,0.0%,$30.1k,1,1,
123,Providence Film Partners,0.0%,$29.7k,1,1,
124,Riot Studios,0.0%,$23.4k,1,1,
125,First Pond,0.0%,$19.5k,1,1,
126,Richmond Media Ent.,0.0%,$19.5k,1,1,
127,Leisure Time,0.0%,$18.5k,1,0,
128,Unknown,0.0%,$17.9k,2,2,
129,Kartemquin Films,0.0%,$17.3k,1,1,
130,FilmRise,0.0%,$16.9k,1,1,
131,Drive-in Doc LLC,0.0%,$15.7k,1,0,
132,Treetops Productions,0.0%,$15.6k,1,0,
133,Barking Cow Media Group,0.0%,$13.4k,1,1,
134,Revolver,0.0%,$12.6k,1,1,
135,"Touch the Wall, LLC",0.0%,$12.2k,1,1,
136,mTuckman Media,0.0%,$12.1k,1,1,
137,Outsider Pictures,0.0%,$11.6k,1,1,
138,Corinth Films,0.0%,$11.3k,1,1,
139,Shoot First Inc.,0.0%,$11.0k,1,1,
140,Parade Deck Films,0.0%,$11.0k,2,2,
141,Liberty Street Films,0.0%,$10.4k,1,0,
142,Rada Film Group,0.0%,$10.3k,1,0,
143,Old Glove Productions,0.0%,$8.5k,1,1,
144,Viva Pictures Distribution,0.0%,$8.2k,1,1,
145,Under the Milky Way,0.0%,$7.8k,2,1,
146,Cinema Libre Studio,0.0%,$7.4k,1,1,
147,Cinema Libre,0.0%,$7.4k,1,1,
148,Driving With Our Eyes Shut,0.0%,$7.4k,2,0,
149,Artmattan Prods.,0.0%,$6.5k,1,1,
150,The Film Arcade,0.0%,$6.4k,1,1,
151,KimStim,0.0%,$5.9k,1,1,
152,Shout! Factory,0.0%,$5.6k,2,2,
153,Baxter Bros.,0.0%,$5.4k,1,1,
154,EchoLight Studios,0.0%,$5.4k,1,0,
155,The Only Real Game Movie,0.0%,$5.4k,1,1,
156,The Vladar Company,0.0%,$4.7k,1,1,
157,Vertical Entertainment,0.0%,$4.3k,1,1,
158,The Ashton Times,0.0%,$4.0k,1,0,
159,Scarlet Sky Productions,0.0%,$3.6k,1,1,
160,Doppelganger Releasing,0.0%,$3.5k,2,2,
161,Brothers' Ink Productions,0.0%,$3.5k,1,1,
162,FilmDistrict,0.0%,$3.1k,1,0,
163,Velvet Films,0.0%,$3.0k,1,1,
164,Striped Entertainment,0.0%,$2.6k,1,1,
165,Fox Trail Productions,0.0%,$2.3k,1,1,
166,Follow Your Nose Films,0.0%,$1.9k,1,0,
167,Archstone,0.0%,$1.1k,1,1,
168,Phantom Pain Films,0.0%,$0.4k,1,1,
1,Warner Bros.,16.2%,"$1,863.8",35,26,
2,Buena Vista,14.9%,"$1,711.0",17,10,
3,Universal,12.4%,"$1,433.3",19,16,
4,Sony / Columbia,9.9%,"$1,144.6",20,15,
5,Lionsgate,9.3%,"$1,069.5",26,21,
6,20th Century Fox,9.2%,"$1,064.2",19,14,
7,Paramount,8.4%,$966.9,16,10,
8,New Line,5.1%,$586.3,5,4,
9,Weinstein Company,4.3%,$491.7,21,16,
10,Relativity,2.1%,$241.5,9,9,
11,FilmDistrict,1.9%,$214.9,7,5,
12,Open Road Films,1.3%,$148.2,8,7,
13,Fox Searchlight,1.0%,$114.8,11,8,
14,Focus Features,0.9%,$101.0,10,6,
15,CBS Films,0.8%,$88.0,5,5,
16,Sony Classics,0.6%,$70.2,21,16,
17,Roadside Attractions,0.4%,$44.8,12,10,
18,A24,0.2%,$27.9,5,5,
19,Eros,0.1%,$13.0,17,16,
20,IFC,0.1%,$10.7,38,38,
21,UTV Communications,0.1%,$9.6,10,10,
22,Radius-TWC,0.1%,$7.5,8,8,
23,Magnolia,0.1%,$7.2,36,34,
24,Yash Raj,0.1%,$7.2,1,1,
25,Samuel Goldwyn,0.1%,$6.6,7,5,
26,High Top Releasing,0.0%,$3.8,5,5,
27,National Geographic Entertainment,0.0%,$3.8,3,1,
28,Picturehouse (II),0.0%,$3.4,1,1,
29,Picturehouse,0.0%,$3.4,1,1,
30,Millennium Ent.,0.0%,$3.3,9,9,
31,Cohen Media Group,0.0%,$3.1,10,11,
32,IMAX,0.0%,$2.8,4,1,
33,Reliance Big Pictures,0.0%,$2.7,4,3,
34,EchoLight Studios,0.0%,$2.3,2,2,
35,Shorts International,0.0%,$2.1,1,1,
36,Music Box Films,0.0%,$1.7,10,8,
37,Gathr Films,0.0%,$1.6,1,2,
38,Cinedigm Entertainment,0.0%,$1.6,12,11,
39,Purdie Distribution,0.0%,$1.5,1,1,
40,LD Entertainment,0.0%,$1.4,1,1,
41,Entertainment One,0.0%,$1.4,9,8,
42,Zeitgeist,0.0%,$1.3,7,6,
43,Anchor Bay Films,0.0%,$1.3,14,14,
44,Arenas Entertainment,0.0%,$1.1,1,1,
45,GKIDS,0.0%,$1.0,4,3,
46,RCR Distribution,0.0%,$1.0,1,1,
47,First Run,0.0%,$978k,24,22,
48,Exclusive Media,0.0%,$973k,2,2,
49,Adopt Films,0.0%,$962k,4,2,
50,Freestyle Releasing,0.0%,$953k,8,8,
51,Kino Lorber,0.0%,$885k,31,17,
52,Variance Films,0.0%,$883k,10,10,
53,Well Go USA,0.0%,$871k,8,8,
54,International Film Circuit,0.0%,$864k,6,5,
55,The Vladar Company,0.0%,$850k,1,1,
56,CJ Entertainment,0.0%,$841k,5,3,
57,Janus Films,0.0%,$833k,2,2,
58,Cinema Guild,0.0%,$752k,13,7,
59,Callbox LLC,0.0%,$708k,1,0,
60,Drafthouse,0.0%,$694k,6,6,
61,Submarine Deluxe,0.0%,$632k,5,4,
62,Methinx Entertainment,0.0%,$550k,1,1,
63,Pan Media & Entertainment,0.0%,$516k,1,1,
64,Paramount Vantage,0.0%,$498k,1,0,
65,Oscilloscope Pictures,0.0%,$483k,10,7,
66,The Film Arcade,0.0%,$472k,4,4,
67,erbp Film,0.0%,$444k,1,1,
68,Eleven Arts,0.0%,$443k,3,2,
69,China Lion,0.0%,$439k,7,6,
70,Tribeca Film,0.0%,$402k,18,16,
71,Ketchup Entertainment,0.0%,$374k,3,3,
72,eOne Entertainment,0.0%,$340k,1,1,
73,Strand,0.0%,$314k,15,11,
74,Indomina Media,0.0%,$280k,2,1,
75,Paladin/108 Media,0.0%,$277k,3,3,
76,Rialto,0.0%,$269k,13,9,
77,Main Street Films,0.0%,$259k,1,1,
78,Abramorama,0.0%,$215k,5,4,
79,Producers Distribution Agency,0.0%,$196k,2,1,
80,Codeblack Entertainment,0.0%,$194k,1,1,
81,Alive Mind Cinema,0.0%,$193k,3,1,
82,The Film Collective,0.0%,$190k,2,2,
83,Xlrator Media,0.0%,$157k,2,2,
84,Rocky Mountain Pictures,0.0%,$152k,1,1,
85,AMC Theaters,0.0%,$145k,2,2,
86,Rada Film Group,0.0%,$136k,1,1,
87,Seatzy/IMA,0.0%,$134k,1,1,
88,Excel,0.0%,$125k,1,1,
89,Paladin/Film Buff,0.0%,$120k,1,1,
90,Gabriel's Messenger Films,0.0%,$104k,1,1,
91,MPI Media Group,0.0%,$102k,1,1,
92,Janson Media,0.0%,$100k,1,1,
93,Waking Giants,0.0%,$90.1k,1,1,
94,Distrib Films,0.0%,$86.7k,3,3,
95,"Monterey Media, Inc.",0.0%,$84.8k,4,7,
96,Image Entertainment,0.0%,$80.6k,1,1,
97,Prabhudheva,0.0%,$80.1k,1,1,
98,Onyx Films,0.0%,$79.6k,1,0,
99,Liberty Street Films,0.0%,$77.6k,1,1,
100,The Film Collaborative,0.0%,$71.1k,2,2,
101,Area23a,0.0%,$68.3k,5,4,
102,Snagfilms,0.0%,$63.8k,1,0,
103,APD/Cinema Conservancy,0.0%,$55.6k,4,3,
104,Screen Media,0.0%,$55.3k,1,2,
105,River Rain,0.0%,$54.5k,1,1,
106,Armando Montelongo Productions,0.0%,$54.2k,1,1,
107,Indican,0.0%,$53.1k,5,3,
108,Noujaim Films,0.0%,$53.0k,1,1,
109,Film Movement,0.0%,$51.2k,6,4,
110,Brainstorm Media,0.0%,$48.8k,2,2,
111,Icarus Films,0.0%,$47.1k,2,1,
112,Le Petit Canyon,0.0%,$46.4k,1,1,
113,Wolfe Releasing,0.0%,$45.5k,1,1,
114,Lambert Releasing,0.0%,$45.0k,1,1,
115,Rockstone Releasing,0.0%,$41.5k,1,1,
116,Page 124 Productions,0.0%,$41.1k,1,0,
117,House Lights Media,0.0%,$40.6k,1,1,
118,Leisure Time,0.0%,$39.6k,1,1,
119,Fine Line Media,0.0%,$38.9k,1,1,
120,Drive-in Doc LLC,0.0%,$36.8k,1,1,
121,The Film Desk,0.0%,$35.4k,11,2,
122,Vitagraph,0.0%,$34.4k,2,2,
123,Active Fox Productions,0.0%,$33.0k,2,2,
124,Long Shot Factory,0.0%,$30.9k,1,0,
125,Cinipix,0.0%,$29.9k,1,1,
126,Carlotta Films,0.0%,$27.7k,1,1,
127,FilmBuff,0.0%,$27.6k,1,1,
128,Driving With Our Eyes Shut,0.0%,$27.0k,4,2,
129,Breaking Glass Pictures,0.0%,$27.0k,1,1,
130,Doppelganger Releasing,0.0%,$27.0k,3,3,
131,Zipporah Films,0.0%,$26.5k,1,1,
132,Steelyard Pictures,0.0%,$25.0k,1,1,
133,"Ghosts Media, Inc.",0.0%,$20.7k,1,1,
134,GoGoGo Entertainment,0.0%,$19.9k,1,1,
135,Striped Entertainment,0.0%,$19.8k,3,3,
136,NoCoast Artists,0.0%,$19.5k,1,1,
137,AFFRM,0.0%,$18.3k,2,2,
138,Dada Films,0.0%,$17.7k,1,1,
139,Follow Your Nose Films,0.0%,$16.7k,1,1,
140,Argot Pictures,0.0%,$16.4k,4,3,
141,Loki Films,0.0%,$14.4k,1,0,
142,Content Media,0.0%,$14.4k,1,1,
143,ATO Pictures,0.0%,$13.5k,1,1,
144,Archstone,0.0%,$13.3k,2,2,
145,Leave It Better,0.0%,$10.7k,1,1,
146,Bonfire Films of America,0.0%,$10.6k,1,1,
147,Starz Media,0.0%,$10.4k,1,1,
148,Vanguardia Films,0.0%,$9.3k,1,1,
149,The Ashton Times,0.0%,$9.3k,1,1,
150,The Happy Sad LLC,0.0%,$8.4k,1,1,
151,Gold Cap Films,0.0%,$7.4k,1,1,
152,KimStim,0.0%,$6.9k,1,1,
153,Unknown,0.0%,$6.5k,2,3,
154,Paladin,0.0%,$5.8k,1,1,
155,Under the Milky Way,0.0%,$4.2k,1,1,
156,Cinema Libre Studio,0.0%,$3.4k,1,1,
157,Cinema Purgatorio,0.0%,$3.3k,1,1,
158,IM Global/Blumhouse,0.0%,$3.1k,1,1,
159,Cinema Libre,0.0%,$3.0k,1,1,
160,Reactor 88 Studios,0.0%,$2.2k,1,1,
161,AfterLight,0.0%,$2.2k,2,2,
162,Palisades Tartan,0.0%,$1.6k,1,0,
163,Blue Llama,0.0%,$1.1k,1,1,
164,Wind Pixie,0.0%,$0.2k,1,0,
1,Sony / Columbia,16.1%,"$1,792.2",25,19,
2,Warner Bros.,14.9%,"$1,665.4",36,24,
3,Buena Vista,13.9%,"$1,551.4",18,13,
4,Universal,11.9%,"$1,323.9",17,16,
5,Lionsgate,11.1%,"$1,239.1",22,22,
6,20th Century Fox,9.2%,"$1,025.4",19,15,
7,Paramount,8.2%,$914.4,21,14,
8,New Line,3.0%,$332.4,2,2,
9,Weinstein Company,2.3%,$258.2,18,15,
10,Relativity,1.8%,$202.4,6,5,
11,Focus Features,1.3%,$144.6,10,8,
12,Open Road Films,1.2%,$136.4,5,5,
13,Fox Searchlight,1.1%,$117.8,10,7,
14,CBS Films,0.8%,$89.9,4,4,
15,FilmDistrict,0.7%,$75.0,6,4,
16,Sony Classics,0.4%,$50.0,24,16,
17,Rocky Mountain Pictures,0.3%,$37.4,8,8,
18,Roadside Attractions,0.2%,$19.4,11,10,
19,Magnolia,0.1%,$16.5,37,32,
20,Summit Entertainment,0.1%,$16.2,2,0,
21,Eros,0.1%,$14.0,16,16,
22,IFC,0.1%,$13.8,38,37,
23,Millennium Ent.,0.1%,$11.3,9,9,
24,Samuel Goldwyn,0.1%,$9.7,9,9,
25,Arc Entertainment,0.1%,$9.2,3,3,
26,LD Entertainment,0.1%,$8.8,2,2,
27,UTV Communications,0.1%,$6.5,15,15,
28,Yash Raj,0.0%,$5.4,3,3,
29,Oscilloscope Pictures,0.0%,$5.1,9,8,
30,Paramount Vantage,0.0%,$4.4,3,2,
31,National Geographic Entertainment,0.0%,$4.0,1,1,
32,Music Box Films,0.0%,$3.9,17,11,
33,Reliance Big Pictures,0.0%,$3.6,2,1,
34,Cohen Media Group,0.0%,$3.5,5,6,
35,Atlas Distribution,0.0%,$3.3,1,1,
36,3D Entertainment,0.0%,$2.9,2,1,
37,IMAX,0.0%,$2.3,4,0,
38,Entertainment One,0.0%,$2.2,7,7,
39,Indomina Media,0.0%,$1.9,4,4,
40,Branded/Peck Ent.,0.0%,$1.8,1,1,
41,Shorts International,0.0%,$1.7,1,1,
42,China Lion,0.0%,$1.7,12,12,
43,ATO Pictures,0.0%,$1.3,4,4,
44,CJ Entertainment,0.0%,$1.3,3,3,
45,Kino Lorber,0.0%,$1.2,23,20,
46,FIP,0.0%,$1.2,1,1,
47,Codeblack Entertainment,0.0%,$1.2,1,1,
48,Kenn Viselman Presents,0.0%,$1.1,1,1,
49,Veracity,0.0%,$1.0,1,1,
50,Anchor Bay Films,0.0%,$997k,7,7,
51,Well Go USA,0.0%,$937k,5,5,
52,Submarine Deluxe,0.0%,$863k,4,2,
53,Variance Films,0.0%,$827k,11,6,
54,Page 124 Productions,0.0%,$769k,1,1,
55,Nocturnal Features,0.0%,$763k,5,5,
56,Strand,0.0%,$746k,18,16,
57,GKIDS,0.0%,$678k,4,4,
58,Radius-TWC,0.0%,$649k,5,5,
59,Zeitgeist,0.0%,$620k,6,5,
60,Producers Distribution Agency,0.0%,$479k,3,2,
61,Arenas Entertainment,0.0%,$451k,1,0,
62,Cinema Guild,0.0%,$419k,11,9,
63,International Film Circuit,0.0%,$411k,7,5,
64,First Run,0.0%,$398k,24,19,
65,Wrekin Hill,0.0%,$382k,3,3,
66,Loki Films,0.0%,$376k,1,1,
67,MPI Media Group,0.0%,$364k,2,2,
68,Tribeca Film,0.0%,$343k,12,12,
69,Drafthouse,0.0%,$340k,5,5,
70,Eleven Arts,0.0%,$311k,2,2,
71,Adopt Films,0.0%,$306k,2,2,
72,Rialto,0.0%,$303k,7,7,
73,Callbox LLC,0.0%,$289k,1,1,
74,The Film Arcade,0.0%,$286k,2,2,
75,Paladin/Unison,0.0%,$256k,1,1,
76,Long Shot Factory,0.0%,$251k,4,2,
77,AFFRM,0.0%,$245k,2,2,
78,Janus Films,0.0%,$244k,3,2,
79,Abramorama,0.0%,$219k,2,2,
80,Area23a,0.0%,$215k,5,4,
81,ArtAffects,0.0%,$178k,1,1,
82,Cinedigm/Brian&Barrett,0.0%,$172k,1,1,
83,Brainstorm and Double Hope,0.0%,$166k,1,1,
84,Dada Films,0.0%,$161k,5,3,
85,Zipporah Films,0.0%,$158k,1,1,
86,New Yorker,0.0%,$158k,2,2,
87,Indican,0.0%,$157k,12,9,
88,Film Movement,0.0%,$126k,8,7,
89,Screen Media,0.0%,$117k,2,2,
90,Paladin,0.0%,$114k,4,3,
91,Freestyle Releasing,0.0%,$106k,3,3,
92,Alive Mind Cinema,0.0%,$104k,6,2,
93,PMK*BNC,0.0%,$104k,2,2,
94,In the Family,0.0%,$102k,1,0,
95,The Film Desk,0.0%,$99.7k,12,3,
96,Sycamore,0.0%,$83.6k,1,1,
97,Cinedigm Entertainment,0.0%,$82.2k,3,3,
98,Palisades Tartan,0.0%,$75.5k,1,1,
99,"Monterey Media, Inc.",0.0%,$74.0k,6,6,
100,Hannover House,0.0%,$73.2k,2,1,
101,Snagfilms,0.0%,$61.7k,2,2,
102,Tyscot Manhaddon & Releve,0.0%,$54.0k,1,1,
103,Flicker Alley,0.0%,$53.0k,1,1,
104,S2BN Films,0.0%,$47.7k,1,1,
105,Outsider Films,0.0%,$47.0k,2,2,
106,Fisher-Klingenstein Films,0.0%,$43.6k,1,1,
107,Kino Classics,0.0%,$41.5k,2,0,
108,Slater Brothers,0.0%,$36.5k,2,2,
109,NeoClassics Films,0.0%,$35.7k,1,1,
110,Brainstorm Media,0.0%,$33.1k,2,2,
111,Cinema Libre Studio,0.0%,$32.4k,2,2,
112,Joules Films,0.0%,$30.7k,1,1,
113,Image Entertainment,0.0%,$27.3k,2,2,
114,House Lights Media,0.0%,$25.7k,2,2,
115,APD/Cinema Conservancy,0.0%,$25.4k,2,2,
116,Cinema Conservancy,0.0%,$24.7k,2,2,
117,Red Flag Releasing,0.0%,$23.0k,2,2,
118,Icarus Films,0.0%,$22.8k,8,5,
119,The Film Collaborative,0.0%,$22.7k,2,2,
120,Better Than Something,0.0%,$21.7k,1,1,
121,Pasidg Productions,0.0%,$21.6k,1,1,
122,KKM,0.0%,$20.5k,1,0,
123,Truly Indie,0.0%,$19.1k,2,2,
124,Unknown,0.0%,$18.9k,1,1,
125,Argot Pictures,0.0%,$18.8k,2,2,
126,Gigapix Releasing,0.0%,$18.2k,1,1,
127,Outsider Pictures,0.0%,$18.0k,1,1,
128,Dutchmen Films,0.0%,$16.0k,1,1,
129,GoDigital,0.0%,$14.6k,1,1,
130,Epic Pictures,0.0%,$14.4k,1,1,
131,Secret Identity,0.0%,$14.1k,1,1,
132,Datari Turner Productions,0.0%,$13.5k,1,1,
133,7A Productions,0.0%,$13.1k,1,1,
134,Pro-Motion Pictures,0.0%,$9.0k,1,1,
135,Pelican House,0.0%,$8.6k,1,1,
136,Transparent/Outerstratosphere,0.0%,$6.1k,1,1,
137,Cinema Purgatorio,0.0%,$6.1k,1,0,
138,Docurama Films,0.0%,$6.0k,1,0,
139,Driving With Our Eyes Shut,0.0%,$5.5k,1,0,
140,Shotown Pictures,0.0%,$4.8k,1,0,
141,Corinth/TV360,0.0%,$3.8k,1,1,
142,Gravity Arch,0.0%,$3.7k,1,1,
143,Breaking Glass Pictures,0.0%,$3.2k,1,1,
144,AfterLight,0.0%,$2.6k,1,1,
145,Cortelyou Films,0.0%,$2.2k,1,1,
146,Worldplay,0.0%,$2.1k,1,0,
147,Found-Charger Cinema,0.0%,$2.1k,2,1,
148,Cinema Libre,0.0%,$2.0k,1,0,
149,Feature Presentations Releasing,0.0%,$2.0k,1,1,
150,KimStim/Zeitgeist Films,0.0%,$1.4k,1,1,
151,Kino,0.0%,$0.7k,1,0,
152,Wind Pixie,0.0%,$0.1k,1,0,
1,Paramount,19.2%,"$1,957.1",21,15,
2,Warner Bros.,17.9%,"$1,826.2",38,26,
3,Sony / Columbia,12.5%,"$1,273.7",28,23,
4,Buena Vista,12.2%,"$1,240.7",17,14,
5,Universal,10.2%,"$1,040.6",17,15,
6,20th Century Fox,9.6%,$977.9,19,15,
7,Summit Entertainment,4.0%,$411.6,10,8,
8,Weinstein Company,2.9%,$296.1,17,15,
9,Relativity,2.2%,$228.1,8,7,
10,Lionsgate,1.8%,$184.0,15,12,
11,Fox Searchlight,1.5%,$152.4,13,11,
12,Focus Features,1.2%,$126.9,9,8,
13,FilmDistrict,1.2%,$126.0,5,5,
14,Sony Classics,0.9%,$90.2,25,17,
15,CBS Films,0.6%,$57.4,3,2,
16,Roadside Attractions,0.3%,$28.0,14,12,
17,Open Road Films,0.2%,$25.1,1,1,
18,IFC,0.2%,$17.6,45,41,
19,Eros,0.1%,$11.2,14,14,
20,Codeblack Entertainment,0.1%,$7.7,1,1,
21,Magnolia,0.1%,$7.7,29,26,
22,Samuel Goldwyn,0.1%,$6.5,8,8,
23,Reliance Big Pictures,0.1%,$6.3,5,5,
24,Producers Distribution Agency,0.1%,$5.8,2,2,
25,Rocky Mountain Pictures,0.0%,$5.0,3,3,
26,3D Entertainment,0.0%,$4.5,1,0,
27,Visio Entertainment,0.0%,$4.4,1,1,
28,Music Box Films,0.0%,$4.1,16,11,
29,UTV Communications,0.0%,$3.5,10,9,
30,Paramount Vantage,0.0%,$3.4,1,1,
31,Newmarket,0.0%,$2.7,1,1,
32,IMAX,0.0%,$2.6,4,0,
33,Zeitgeist,0.0%,$2.3,6,5,
34,National Geographic Entertainment,0.0%,$1.9,8,6,
35,Quaker Media,0.0%,$1.9,1,1,
36,Paladin,0.0%,$1.8,6,6,
37,Anchor Bay Films,0.0%,$1.6,9,9,
38,Freestyle Releasing,0.0%,$1.6,7,7,
39,ATO Pictures,0.0%,$1.5,2,1,
40,Oscilloscope Pictures,0.0%,$1.4,10,7,
41,Shorts International,0.0%,$1.4,1,1,
42,International Film Circuit,0.0%,$1.3,7,5,
43,Omni Lab/Freestyle Releasing,0.0%,$1.2,1,1,
44,SModcast Pictures,0.0%,$1.1,1,1,
45,First Run,0.0%,$1.0,17,15,
46,Variance Films,0.0%,$1.0,16,14,
47,Abramorama,0.0%,$995k,3,3,
48,Strand,0.0%,$971k,18,14,
49,China Lion,0.0%,$818k,11,9,
50,Cohen Media Group,0.0%,$810k,2,3,
51,Pascack Media,0.0%,$740k,1,1,
52,NeoClassics Films,0.0%,$708k,1,1,
53,Kino,0.0%,$663k,6,4,
54,KKM,0.0%,$535k,1,1,
55,Vitagraph,0.0%,$521k,2,2,
56,Bubble Distribution,0.0%,$509k,1,1,
57,Yash Raj,0.0%,$496k,1,1,
58,Nocturnal Features,0.0%,$471k,4,4,
59,Indomina Media,0.0%,$460k,1,1,
60,Cinema Guild,0.0%,$433k,7,4,
61,CanZion Films,0.0%,$423k,1,0,
62,Hannover House,0.0%,$418k,3,3,
63,Wrekin Hill,0.0%,$383k,1,1,
64,Janus Films,0.0%,$375k,2,1,
65,Peace Film,0.0%,$369k,1,1,
66,Lorber Films,0.0%,$352k,13,9,
67,Screen Media,0.0%,$343k,5,5,
68,Alive Mind Cinema,0.0%,$319k,6,6,
69,Area23a,0.0%,$313k,3,3,
70,Kino Classics,0.0%,$309k,3,3,
71,Image Entertainment,0.0%,$301k,4,4,
72,Rialto,0.0%,$256k,4,4,
73,CJ Entertainment,0.0%,$251k,1,1,
74,Submarine Deluxe,0.0%,$249k,2,2,
75,Five & Two Pictures,0.0%,$247k,2,1,
76,Dada Films,0.0%,$233k,3,3,
77,Millennium Ent.,0.0%,$213k,3,3,
78,Eleven Arts,0.0%,$196k,2,2,
79,AFFRM,0.0%,$171k,2,2,
80,Unknown,0.0%,$159k,4,3,
81,Icarus Films,0.0%,$156k,2,2,
